시퀀스,종목코드,종목명,분류체계,수익률(최근 1년),기초지수,추적오차,순자산총액,괴리율,변동성,표준코드,한글종목명,한글종목약명,영문종목명,상장일,기초지수명,지수산출기관,추적배수,복제방법,기초시장분류,기초자산분류,상장좌수,운용사,CU수량,총보수,과세유형
125,244580,KODEX 바이오,주식-업종섹터-업종테마,9.36,FnGuide 바이오 지수,1.17,138979113611.0,-0.1,매우높음,KR7244580007,삼성 KODEX 바이오증권상장지수투자신탁[주식],KODEX 바이오,Samsung KODEX BIO ETF,2016/05/13,FnGuide 바이오 지수,FnGuide,일반,실물(패시브),국내,주식,15680000,삼성자산운용,80000,0.45,비과세
148,266360,KODEX 미디어&엔터테인먼트,주식-업종섹터-정보기술,10.42,KRX 미디어&엔터테인먼트,0.24,43223091838.0,0.0,높음,KR7266360007,삼성 KODEX 미디어&엔터테인먼트증권상장지수투자신탁(주식),KODEX 미디어&엔터테인먼트,Samsung KODEX Media & Entertainment ETF,2017/03/28,KRX 미디어&엔터테인먼트,KRX,일반,실물(패시브),국내,주식,3500000,삼성자산운용,100000,0.45,비과세
15,0038A0,KODEX 미국휴머노이드로봇,주식-업종섹터-업종테마,0.0,iSelect 미국 휴머노이드 로봇 지수(Price Return),0.36,41826713375.0,-0.29,매우높음,KR70038A0008,삼성 KODEX 미국휴머노이드로봇증권상장지수투자신탁[주식],KODEX 미국휴머노이드로봇,SAMSUNG KODEX US Humanoid Robot ETF,2025/04/15,iSelect 미국 휴머노이드 로봇 지수(Price Return),NH투자증권,일반,실물(패시브),해외,주식,3650000,삼성자산운용,50000,0.45,배당소득세(보유기간과세)
396,491090,KODEX 미국테크TOP3플러스,주식-업종섹터-업종테마,0.0,KEDI 미국테크TOP3플러스 지수(Price Return),0.24,23154815770.0,-0.12,매우높음,KR7491090007,삼성 KODEX 미국테크TOP3플러스증권상장지수투자신탁[주식],KODEX 미국테크TOP3플러스,SAMSUNG KODEX US TECH TOP3 Plus ETF,2024/09/10,KEDI 미국테크TOP3플러스 지수(Price Return),한국경제신문,일반,실물(패시브),해외,주식,1950000,삼성자산운용,50000,0.3,배당소득세(보유기간과세)
282,419420,KODEX 미국클린에너지나스닥,주식-업종섹터-업종테마,-16.25,Nasdaq Clean Edge Green Energy Index (Price Return),0.5,8446135803.0,-0.72,매우높음,KR7419420005,삼성 KODEX 미국클린에너지나스닥증권상장지수투자신탁[주식],KODEX 미국클린에너지나스닥,SAMSUNG KODEX US Clean Energy Nasdaq ETF,2022/03/22,Nasdaq Clean Edge Green Energy Index (Price Return),NASDAQ,일반,실물(패시브),해외,주식,1500000,삼성자산운용,100000,0.45,배당소득세(보유기간과세)
253,390400,KODEX 미국스마트모빌리티S&P,주식-업종섹터-업종테마,-4.05,S&P Kensho Smart Transportation,0.35,8844828762.0,-1.32,매우높음,KR7390400000,삼성 KODEX 미국스마트모빌리티S&P증권상장지수투자신탁[주식],KODEX 미국스마트모빌리티S&P,SAMSUNG KODEX US Smart Mobility S&P ETF,2021/06/30,S&P Kensho Smart Transportation,S&P,일반,실물(패시브),해외,주식,1600000,삼성자산운용,100000,0.09,배당소득세(보유기간과세)
363,473460,KODEX 미국서학개미,주식-전략-전략테마,44.51,iSelect 서학개미 지수(PR),0.52,230172637521.0,-0.83,매우높음,KR7473460004,삼성 KODEX 미국서학개미증권상장지수투자신탁[주식],KODEX 미국서학개미,SAMSUNG KODEX Investor's Choice US TOP 25 ETF,2023/12/27,iSelect 서학개미 지수(PR),NH투자증권,일반,실물(패시브),해외,주식,12900000,삼성자산운용,50000,0.25,배당소득세(보유기간과세)
197,314250,KODEX 미국빅테크10(H),주식-업종섹터-업종테마,30.67,NYSE U.S. Big TECH 10 INDEX,0.5,670389380994.0,-0.33,매우높음,KR7314250002,삼성 KODEX 미국빅테크10증권상장지수투자신탁[주식-파생형](H),KODEX 미국빅테크10(H),Samsung KODEX U.S. Big Tech 10 ETF(H),2019/01/10,NYSE U.S. Big TECH 10 INDEX,"ICE Data Indices, LLC",일반,실물(패시브),해외,주식,13420000,삼성자산운용,10000,0.45,배당소득세(보유기간과세)
299,441640,KODEX 미국배당커버드콜액티브,주식-시장대표,1.68,S&P 500,7.43,400881114227.0,0.03,보통,KR7441640000,삼성 KODEX 미국배당커버드콜S&P액티브증권상장지수투자신탁[주식-파생형],KODEX 미국배당커버드콜액티브,SAMSUNG KODEX US Dividend Covered Call S&P Active ETF,2022/09/27,S&P 500,S&P,일반,실물(액티브),해외,주식,36200000,삼성자산운용,50000,0.19,배당소득세(보유기간과세)
379,483290,KODEX 미국배당다우존스타겟커버드콜,주식-전략-배당,-11.04,Dow Jones U.S. Dividend 100 10% Premium Covered Call Index(Total Return),1.54,171153412751.0,0.35,보통,KR7483290003,삼성 KODEX 미국배당다우존스타겟커버드콜증권상장지수투자신탁[주식-파생형],KODEX 미국배당다우존스타겟커버드콜,SAMSUNG KODEX US Dividend Dow Jones Target Covered Call ETF,2024/05/28,Dow Jones U.S. Dividend 100 10% Premium Covered Call Index(Total Return),S&P,일반,실물(패시브),해외,주식,19200000,삼성자산운용,100000,0.39,배당소득세(보유기간과세)
393,489250,KODEX 미국배당다우존스,주식-전략-배당,0.0,Dow Jones U.S. Dividend 100 Price Return Index,0.39,327079370832.0,0.16,보통,KR7489250001,삼성 KODEX 미국배당다우존스증권상장지수투자신탁[주식],KODEX 미국배당다우존스,SAMSUNG KODEX US Dividend Dow Jones ETF,2024/08/13,Dow Jones U.S. Dividend 100 Price Return Index,S&P,일반,실물(패시브),해외,주식,33700000,삼성자산운용,100000,0.009,배당소득세(보유기간과세)
252,390390,KODEX 미국반도체,주식-업종섹터-업종테마,1.79,MVIS US Listed Semiconductor 25 Index,0.34,455079205501.0,-0.2,매우높음,KR7390390003,삼성 KODEX 미국반도체증권상장지수투자신탁[주식],KODEX 미국반도체,SAMSUNG KODEX US Semiconductor ETF,2021/06/30,MVIS US Listed Semiconductor 25 Index,MVIS,일반,실물(패시브),해외,주식,19500000,삼성자산운용,50000,0.09,배당소득세(보유기간과세)
172,280930,KODEX 미국러셀2000(H),주식-시장대표,-0.4,FTSE Russell 2000 Index,1.23,51063699919.0,-0.12,매우높음,KR7280930009,삼성 KODEX 미국러셀2000증권상장지수투자신탁[주식-파생형](H),KODEX 미국러셀2000(H),Samsung KODEX US Russell 2000 ETF(H),2017/11/09,FTSE Russell 2000 Index,FTSE,일반,실물(패시브),해외,주식,4050000,삼성자산운용,50000,0.45,배당소득세(보유기간과세)
271,411420,KODEX 미국나스닥AI테크액티브,주식-업종섹터-업종테마,35.46,Nasdaq CB Insights Metaverse US Index (Price Return),11.81,55021788967.0,-0.03,매우높음,KR7411420003,삼성 KODEX 미국나스닥AI테크액티브증권상장지수투자신탁[주식],KODEX 미국나스닥AI테크액티브,SAMSUNG KODEX US Nasdaq AI Tech Active ETF,2021/12/22,Nasdaq CB Insights Metaverse US Index (Price Return),NASDAQ,일반,실물(액티브),해외,주식,3650000,삼성자산운용,50000,0.5,배당소득세(보유기간과세)
268,409810,KODEX 미국나스닥100선물인버스(H),주식-시장대표,-13.46,NASDAQ 100,0.86,22646503248.0,0.34,매우높음,KR7409810009,삼성 KODEX 미국나스닥100선물인버스증권상장지수투자신탁[주식-파생형](H),KODEX 미국나스닥100선물인버스(H),SAMSUNG KODEX US NASDAQ100 Futures Inverse ETF(H),2021/12/09,NASDAQ 100,NASDAQ,1X 인버스,실물(패시브),해외,주식,2800000,삼성자산운용,50000,0.3,배당소득세(보유기간과세)
187,304940,KODEX 미국나스닥100선물(H),주식-시장대표,12.8,NASDAQ 100,0.85,119911668924.0,-0.17,매우높음,KR7304940000,삼성 KODEX 미국나스닥100선물증권상장지수투자신탁[주식-파생형](H),KODEX 미국나스닥100선물(H),Samsung KODEX US Nasdaq100 Futures ETF(H),2018/08/30,NASDAQ 100,NASDAQ,일반,실물(패시브),해외,주식,4750000,삼성자산운용,50000,0.05,배당소득세(보유기간과세)
269,409820,KODEX 미국나스닥100레버리지(합성 H),주식-시장대표,19.7,NASDAQ 100,0.85,216991171305.0,-0.27,매우높음,KR7409820008,삼성 KODEX 미국나스닥100레버리지증권상장지수투자신탁[주식-파생형](합성 H),KODEX 미국나스닥100레버리지(합성 H),SAMSUNG KODEX US NASDAQ100 Leverage ETF(SYNTH H),2021/12/09,NASDAQ 100,NASDAQ,2X 레버리지,합성(패시브),해외,주식,17850000,삼성자산운용,50000,0.3,배당소득세(보유기간과세)
399,494300,KODEX 미국나스닥100데일리커버드콜OTM,주식-전략-구조화,0.0,NASDAQ-100 Daily Covered Call 101 Index(TR),1.04,276522813275.0,-0.08,높음,KR7494300007,삼성 KODEX 미국나스닥100데일리커버드콜OTM증권상장지수투자신탁[주식-파생형],KODEX 미국나스닥100데일리커버드콜OTM,SAMSUNG KODEX US NASDAQ100 Daily Covered Call OTM ETF,2024/10/22,NASDAQ-100 Daily Covered Call 101 Index(TR),NASDAQ,일반,실물(패시브),해외,주식,30700000,삼성자산운용,100000,0.25,배당소득세(보유기간과세)
313,449190,KODEX 미국나스닥100(H),주식-시장대표,13.56,NASDAQ 100,0.3,432455141396.0,-0.13,매우높음,KR7449190008,삼성 KODEX 미국나스닥100증권상장지수투자신탁[주식](H),KODEX 미국나스닥100(H),SAMSUNG KODEX US NASDAQ100 ETF(H),2022/12/02,NASDAQ 100,NASDAQ,일반,실물(패시브),해외,주식,25650000,삼성자산운용,50000,0.009,배당소득세(보유기간과세)
242,379810,KODEX 미국나스닥100,주식-시장대표,15.18,NASDAQ 100,0.08,2549197040753.0,-0.08,매우높음,KR7379810005,삼성 KODEX 미국나스닥100 증권상장지수투자신탁[주식],KODEX 미국나스닥100,SAMSUNG KODEX US NASDAQ100 ETF,2021/04/09,NASDAQ 100,NASDAQ,일반,실물(패시브),해외,주식,129500000,삼성자산운용,50000,0.006,배당소득세(보유기간과세)
14,0028X0,KODEX 미국금융테크액티브,주식-업종섹터-업종테마,0.0,iSelect 미국 차세대 파이낸셜 테크 지수(시장가격),0.36,19941845273.0,-0.21,높음,KR70028X0003,삼성 KODEX 미국금융테크액티브증권상장지수투자신탁[주식],KODEX 미국금융테크액티브,SAMSUNG KODEX US Financial Tech Active ETF,2025/05/27,iSelect 미국 차세대 파이낸셜 테크 지수(시장가격),NH투자증권,일반,실물(액티브),해외,주식,2000000,삼성자산운용,50000,0.45,배당소득세(보유기간과세)
78,185680,KODEX 미국S&P바이오(합성),주식-업종섹터-헬스케어,-11.52,S&P Biotechnology Select Industry Index,0.24,13682498052.0,-0.37,매우높음,KR7185680006,삼성KODEX미국바이오테크증권상장지수투자신탁[주식-파생형](합성),KODEX 미국S&P바이오(합성),Samsung KODEX SYNTH-US Biotech ETF,2013/10/31,S&P Biotechnology Select Industry Index,S&P,일반,합성(패시브),해외,주식,566000,삼성자산운용,1000,0.25,배당소득세(보유기간과세)
320,453640,KODEX 미국S&P500헬스케어,주식-업종섹터-헬스케어,-7.85,S&P Health Care Select Sector Index(Price Return),0.43,24252727920.0,1.14,높음,KR7453640005,삼성 KODEX 미국S&P500헬스케어증권상장지수투자신탁[주식],KODEX 미국S&P500헬스케어,SAMSUNG KODEX S&P500 Health Care ETF,2023/03/21,S&P Health Care Select Sector Index(Price Return),S&P,일반,실물(패시브),해외,주식,2200000,삼성자산운용,50000,0.25,배당소득세(보유기간과세)
319,453630,KODEX 미국S&P500필수소비재,주식-업종섹터-생활소비재,4.72,S&P Consumer Staples Select Sector Index(Price Return),0.33,11316405891.0,-0.27,높음,KR7453630006,삼성 KODEX 미국S&P500필수소비재증권상장지수투자신탁[주식],KODEX 미국S&P500필수소비재,SAMSUNG KODEX S&P500 Consumer Staples ETF,2023/03/21,S&P Consumer Staples Select Sector Index(Price Return),S&P,일반,실물(패시브),해외,주식,950000,삼성자산운용,50000,0.25,배당소득세(보유기간과세)
342,463680,KODEX 미국S&P500테크놀로지,주식-업종섹터-정보기술,10.29,S&P Technology Select Sector Index(Price Return),0.46,22517313627.0,-0.27,매우높음,KR7463680009,삼성 KODEX 미국S&P500테크놀로지증권상장지수투자신탁[주식],KODEX 미국S&P500테크놀로지,SAMSUNG KODEX S&P500 Technology ETF,2023/08/01,S&P Technology Select Sector Index(Price Return),S&P,일반,실물(패시브),해외,주식,1600000,삼성자산운용,50000,0.25,배당소득세(보유기간과세)
343,463690,KODEX 미국S&P500커뮤니케이션,주식-업종섹터-커뮤니케이션서비스,20.18,S&P Communication Services Select Sector Index(Price Return),0.48,10316678922.0,-0.74,매우높음,KR7463690008,삼성 KODEX 미국S&P500커뮤니케이션증권상장지수투자신탁[주식],KODEX 미국S&P500커뮤니케이션,SAMSUNG KODEX S&P500 Communication Services ETF,2023/08/01,S&P Communication Services Select Sector Index(Price Return),S&P,일반,실물(패시브),해외,주식,650000,삼성자산운용,50000,0.25,배당소득세(보유기간과세)
341,463640,KODEX 미국S&P500유틸리티,주식-업종섹터-업종테마,11.77,S&P Utilities Select Sector Index(Price Return),0.34,13470831986.0,-0.11,높음,KR7463640003,삼성 KODEX 미국S&P500유틸리티증권상장지수투자신탁[주식],KODEX 미국S&P500유틸리티,SAMSUNG KODEX S&P500 Utilities ETF,2023/08/01,S&P Utilities Select Sector Index(Price Return),S&P,일반,실물(패시브),해외,주식,1100000,삼성자산운용,50000,0.25,배당소득세(보유기간과세)
93,218420,KODEX 미국S&P500에너지(합성),주식-업종섹터-에너지화학,-10.19,S&P Select Sector Energy Index,0.22,23465350497.0,-0.05,매우높음,KR7218420008,삼성 KODEX 미국S&P500에너지증권상장지수투자신탁[주식-파생형](합성),KODEX 미국S&P500에너지(합성),Samsung KODEX SYNTH-US Energy ETF,2015/04/28,S&P Select Sector Energy Index,S&P,일반,합성(패시브),해외,주식,1816000,삼성자산운용,1000,0.25,배당소득세(보유기간과세)
17,0041E0,KODEX 미국S&P500액티브,주식-시장대표,0.0,S&P 500,2.03,21887605021.0,-0.08,높음,KR70041E0009,삼성 KODEX 미국S&P500액티브증권상장지수투자신탁[주식],KODEX 미국S&P500액티브,SAMSUNG KODEX US S&P500 Active ETF,2025/04/22,S&P 500,S&P,일반,실물(액티브),해외,주식,2100000,삼성자산운용,100000,0.45,배당소득세(보유기간과세)
94,219480,KODEX 미국S&P500선물(H),주식-시장대표,9.78,S&P 500 Futures Total Return Index,0.56,156038530549.0,-0.01,높음,KR7219480001,삼성KODEX S&P500선물증권상장지수투자신탁[주식-파생형](H),KODEX 미국S&P500선물(H),SAMSUNG KODEX S&P500 Futures ETF(H),2015/05/29,S&P 500 Futures Total Return Index,S&P,일반,실물(패시브),해외,주식,5900000,삼성자산운용,50000,0.05,배당소득세(보유기간과세)
83,200030,KODEX 미국S&P500산업재(합성),주식-업종섹터-산업재,16.74,S&P Select Sector Industrial Index,0.07,31739241993.0,-0.06,높음,KR7200030005,삼성 KODEX 미국S&P500산업재증권상장지수투자신탁[주식-파생형](합성),KODEX 미국S&P500산업재(합성),Samsung KODEX SYNTH-US Industrial ETF,2014/06/12,S&P Select Sector Industrial Index,S&P,일반,합성(패시브),해외,주식,939000,삼성자산운용,1000,0.25,배당소득세(보유기간과세)
12,0026E0,KODEX 미국S&P500버퍼3월액티브,주식-전략-구조화,0.0,S&P500 10% Buffered Index March Series (USD) TR,1.35,95897382644.0,-0.99,매우높음,KR70026E0008,삼성 KODEX 미국S&P500버퍼3월액티브증권상장지수투자신탁[주식-파생형],KODEX 미국S&P500버퍼3월액티브,SAMSUNG KODEX US S&P500 Buffer March Active ETF,2025/03/25,S&P500 10% Buffered Index March Series (USD) TR,S&P,일반,실물(액티브),해외,주식,10000000,삼성자산운용,50000,0.39,배당소득세(보유기간과세)
161,276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),주식-전략-구조화,-5.86,S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index,0.17,36629911697.0,0.98,보통,KR7276970001,삼성 KODEX 미국S&P500배당귀족커버드콜증권상장지수투자신탁[주식-파생형](합성 H),KODEX 미국S&P500배당귀족커버드콜(합성 H),SAMSUNG KODEX US S&P500 Dividend Aristocrats Covered Call ETF-SYNTH(H),2017/08/10,S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index,S&P,일반,합성(패시브),해외,주식,4700000,삼성자산운용,100000,0.3,배당소득세(보유기간과세)
4,0005A0,KODEX 미국S&P500데일리커버드콜OTM,주식-전략-구조화,0.0,S&P 500 Covered Call 1% OTM Daily Index(TR),0.85,98440980186.0,-0.02,높음,KR70005A0007,삼성 KODEX 미국S&P500데일리커버드콜OTM증권상장지수투자신탁[주식-파생형],KODEX 미국S&P500데일리커버드콜OTM,SAMSUNG KODEX US S&P500 Daily Covered Call OTM ETF,2025/01/07,S&P 500 Covered Call 1% OTM Daily Index(TR),S&P,일반,실물(패시브),해외,주식,11300000,삼성자산운용,100000,0.25,배당소득세(보유기간과세)
321,453650,KODEX 미국S&P500금융,주식-업종섹터-금융,21.34,S&P Financial Select Sector Index(Price Return),0.34,47659418289.0,0.2,높음,KR7453650004,삼성 KODEX 미국S&P500금융증권상장지수투자신탁[주식],KODEX 미국S&P500금융,SAMSUNG KODEX S&P500 Financial ETF,2023/03/21,S&P Financial Select Sector Index(Price Return),S&P,일반,실물(패시브),해외,주식,2800000,삼성자산운용,50000,0.25,배당소득세(보유기간과세)
322,453660,KODEX 미국S&P500경기소비재,주식-업종섹터-경기소비재,20.24,S&P Consumer Discretionary Select Sector Index(Price Return),0.26,11056620585.0,-0.35,매우높음,KR7453660003,삼성 KODEX 미국S&P500경기소비재증권상장지수투자신탁[주식],KODEX 미국S&P500경기소비재,SAMSUNG KODEX S&P500 Consumer Discretionary ETF,2023/03/21,S&P Consumer Discretionary Select Sector Index(Price Return),S&P,일반,실물(패시브),해외,주식,700000,삼성자산운용,50000,0.25,배당소득세(보유기간과세)
312,449180,KODEX 미국S&P500(H),주식-시장대표,10.07,S&P 500,0.29,739344919891.0,-0.07,높음,KR7449180009,삼성 KODEX 미국S&P500증권상장지수투자신탁[주식](H),KODEX 미국S&P500(H),SAMSUNG KODEX S&P500 ETF(H),2022/12/02,S&P 500,S&P,일반,실물(패시브),해외,주식,54050000,삼성자산운용,50000,0.009,배당소득세(보유기간과세)
241,379800,KODEX 미국S&P500,주식-시장대표,12.16,S&P 500,0.09,4354582001521.0,-0.05,높음,KR7379800006,삼성 KODEX 미국S&P500 증권상장지수투자신탁[주식],KODEX 미국S&P500,SAMSUNG KODEX S&P500 ETF,2021/04/09,S&P 500,S&P,일반,실물(패시브),해외,주식,235750000,삼성자산운용,50000,0.006,배당소득세(보유기간과세)
286,428560,KODEX 미국ETF산업Top10 Indxx,주식-업종섹터-업종테마,23.08,Indxx US ETF Industry Top10 Index(Price Return),0.65,14257103805.0,-0.02,높음,KR7428560007,삼성 KODEX 미국ETF산업Top10 Indxx증권상장지수투자신탁[주식],KODEX 미국ETF산업Top10 Indxx,SAMSUNG KODEX US ETF Industry Top10 Indxx ETF,2022/05/17,Indxx US ETF Industry Top10 Index(Price Return),Indxx,일반,실물(패시브),해외,주식,850000,삼성자산운용,50000,0.5,배당소득세(보유기간과세)
378,483280,KODEX 미국AI테크TOP10타겟커버드콜,주식-전략-구조화,0.05,KEDI 미국 AI 테크 TOP10+15%프리미엄 지수(Total Return),2.24,389851709373.0,-0.16,매우높음,KR7483280004,삼성 KODEX 미국AI테크TOP10타겟커버드콜증권상장지수투자신탁[주식-파생형],KODEX 미국AI테크TOP10타겟커버드콜,SAMSUNG KODEX US AI TECH TOP10 TARGET COVERED CALL ETF,2024/05/28,KEDI 미국 AI 테크 TOP10+15%프리미엄 지수(Total Return),한국경제신문,일반,실물(패시브),해외,주식,38500000,삼성자산운용,100000,0.39,배당소득세(보유기간과세)
384,485540,KODEX 미국AI테크TOP10,주식-업종섹터-업종테마,0.0,KEDI 미국AI테크 TOP10 지수(PR),0.32,124078781370.0,-0.32,매우높음,KR7485540009,삼성 KODEX 미국AI테크TOP10증권상장지수투자신탁[주식],KODEX 미국AI테크TOP10,SAMSUNG KODEX US AI TECH TOP10 ETF,2024/06/25,KEDI 미국AI테크 TOP10 지수(PR),한국경제신문,일반,실물(패시브),해외,주식,11500000,삼성자산운용,50000,0.3,배당소득세(보유기간과세)
386,487230,KODEX 미국AI전력핵심인프라,주식-업종섹터-업종테마,0.0,iSelect 미국AI전력핵심인프라 지수(Price Return),0.42,475007553208.0,0.05,매우높음,KR7487230005,삼성 KODEX 미국AI전력핵심인프라증권상장지수투자신탁[주식],KODEX 미국AI전력핵심인프라,SAMSUNG KODEX US AI Electric Power Core Infrastructure ETF,2024/07/09,iSelect 미국AI전력핵심인프라 지수(Price Return),NH투자증권,일반,실물(패시브),해외,주식,34500000,삼성자산운용,50000,0.45,배당소득세(보유기간과세)
16,0041D0,KODEX 미국AI소프트웨어TOP10,주식-업종섹터-업종테마,0.0,iSelect 미국 AI 소프트웨어 TOP10 지수(PR),0.37,32355897569.0,0.85,매우높음,KR70041D0000,삼성 KODEX 미국AI소프트웨어TOP10증권상장지수투자신탁[주식],KODEX 미국AI소프트웨어TOP10,SAMSUNG KODEX US AI Software TOP10 ETF,2025/04/22,iSelect 미국 AI 소프트웨어 TOP10 지수(PR),NH투자증권,일반,실물(패시브),해외,주식,2650000,삼성자산운용,50000,0.45,배당소득세(보유기간과세)
126,244620,KODEX 모멘텀Plus,주식-전략-성장,-2.1,FnGuide 모멘텀 Plus 지수,0.65,6797105355.0,-0.36,높음,KR7244620001,삼성 KODEX 모멘텀PLUS증권상장지수투자신탁[주식],KODEX 모멘텀Plus,Samsung KODEX Momentum PLUS ETF,2016/05/13,FnGuide 모멘텀 Plus 지수,FnGuide,일반,실물(패시브),국내,주식,500000,삼성자산운용,100000,0.3,비과세
264,401470,KODEX 메타버스액티브,주식-업종섹터-업종테마,6.1,FnGuide K-메타버스 지수,6.72,112333239517.0,-0.37,높음,KR7401470000,삼성 KODEX 메타버스액티브증권상장지수투자신탁[주식],KODEX 메타버스액티브,SAMSUNG KODEX Metaverse Active ETF,2021/10/13,FnGuide K-메타버스 지수,FnGuide,일반,실물(액티브),국내,주식,14250000,삼성자산운용,50000,0.5,배당소득세(보유기간과세)
210,337120,KODEX 멀티팩터,주식-전략-혼합/퀀트,4.19,FnGuide 멀티팩터 지수,0.88,8169994288.0,-0.42,보통,KR7337120000,삼성 KODEX 멀티팩터증권상장지수투자신탁[주식],KODEX 멀티팩터,SAMSUNG KODEX Fn Multi Factor ETF,2019/11/14,FnGuide 멀티팩터 지수,FnGuide,일반,실물(패시브),국내,주식,600000,삼성자산운용,100000,0.3,비과세
200,321410,KODEX 멀티에셋하이인컴(H),혼합자산,5.56,Morningstar Multi-Asset High Income 10% Capped Index,2.07,5017616450.0,0.2,낮음,KR7321410003,삼성 KODEX모닝스타멀티에셋하이인컴증권상장지수투자신탁[채권혼합-파생재간접형](H),KODEX 멀티에셋하이인컴(H),Samsung KODEX Morningstar Multi-Asset High Income ETF(H),2019/06/05,Morningstar Multi-Asset High Income 10% Capped Index,MorningStar,일반,실물(패시브),해외,혼합자산,500000,삼성자산운용,100000,0.25,배당소득세(보유기간과세)
302,445290,KODEX 로봇액티브,주식-업종섹터-업종테마,8.26,iSelect K-로봇테마 지수,6.24,133480997920.0,-0.22,매우높음,KR7445290000,삼성 KODEX 로봇액티브증권상장지수투자신탁[주식],KODEX 로봇액티브,SAMSUNG KODEX Robot Active ETF,2022/11/15,iSelect K-로봇테마 지수,NH투자증권,일반,실물(액티브),국내,주식,8800000,삼성자산운용,50000,0.5,배당소득세(보유기간과세)
47,122630,KODEX 레버리지,주식-시장대표,0.29,코스피 200,4.67,2673497754446.0,-0.6,매우높음,KR7122630007,삼성KODEX레버리지증권상장지수투자신탁[주식-파생형],KODEX 레버리지,SAMSUNG KODEX LEVERAGE ETF[EQUITY-DERIVATIVES],2010/02/22,코스피 200,KRX,2X 레버리지,실물(패시브),국내,주식,119550000,삼성자산운용,50000,0.64,배당소득세(보유기간과세)
390,487950,KODEX 대만테크고배당다우존스,주식-전략-배당,0.0,Dow Jones Taiwan Technology Dividend 30 Index(TWD)(PR),1.14,11129596188.0,0.38,매우높음,KR7487950008,삼성 KODEX 대만테크고배당다우존스증권상장지수투자신탁[주식],KODEX 대만테크고배당다우존스,SAMSUNG KODEX Taiwan Technology High Dividend Dow Jones ETF,2024/07/23,Dow Jones Taiwan Technology Dividend 30 Index(TWD)(PR),S&P,일반,실물(패시브),해외,주식,1200000,삼성자산운용,50000,0.45,배당소득세(보유기간과세)
266,404260,KODEX 기후변화솔루션,주식-전략-전략테마,-6.99,KRX 기후변화 솔루션지수,0.69,10153155504.0,-0.28,매우높음,KR7404260002,삼성 KODEX 기후변화솔루션증권상장지수투자신탁[주식],KODEX 기후변화솔루션,SAMSUNG KODEX KRX Climate Change Solutions ETF,2021/10/29,KRX 기후변화 솔루션지수,KRX,일반,실물(패시브),국내,주식,900000,삼성자산운용,100000,0.09,비과세
37,102960,KODEX 기계장비,주식-업종섹터-산업재,34.14,KRX 기계장비,0.48,14917995358.0,-0.37,매우높음,KR7102960002,삼성 KODEX 기계장비증권상장지수투자신탁[주식],KODEX 기계장비,SAMSUNG KODEX MACHINARY & EQUIPMENT ETF,2008/05/29,KRX 기계장비,KRX,일반,실물(패시브),국내,주식,1540000,삼성자산운용,20000,0.45,비과세
414,498410,KODEX 금융고배당TOP10타겟위클리커버드콜,주식-전략-구조화,0.0,코스피 200 금융 고배당 TOP 10 타겟 분배 위클리 커버드콜 지수,4.71,267358440000.0,-0.19,높음,KR7498410000,삼성 KODEX 금융고배당TOP10타겟위클리커버드콜증권상장지수투자신탁[주식-파생형],KODEX 금융고배당TOP10타겟위클리커버드콜,SAMSUNG KODEX Financials High Dividend TOP 10 Weekly Target Covered Call ETF,2024/12/17,코스피 200 금융 고배당 TOP 10 타겟 분배 위클리 커버드콜 지수,KRX,일반,실물(패시브),국내,주식,23300000,삼성자산운용,100000,0.39,배당소득세(보유기간과세)
368,476070,KODEX 글로벌비만치료제TOP2 Plus,주식-업종섹터-업종테마,-23.9,iSelect 글로벌 비만치료제TOP2 Plus 지수(PR),0.99,61604417828.0,-0.24,매우높음,KR7476070008,삼성 KODEX 글로벌비만치료제TOP2 Plus증권상장지수투자신탁[주식],KODEX 글로벌비만치료제TOP2 Plus,SAMSUNG KODEX Global Obesity Treatment TOP2 Plus ETF,2024/02/14,iSelect 글로벌 비만치료제TOP2 Plus 지수(PR),NH투자증권,일반,실물(패시브),해외,주식,6750000,삼성자산운용,50000,0.45,배당소득세(보유기간과세)
162,276990,KODEX 글로벌로봇(합성),주식-업종섹터-업종테마,1.52,ROBO Global Robotics & Automation UCITS Price Return Index,1.53,21628947598.0,0.59,높음,KR7276990009,삼성 KODEX 글로벌로봇증권상장지수투자신탁(주식-파생형)(합성),KODEX 글로벌로봇(합성),SAMSUNG KODEX Global Robotics & Automation ETF-SYNTH,2017/08/17,ROBO Global Robotics & Automation UCITS Price Return Index,ROBO Global,일반,합성(패시브),국내&해외,주식,1205000,삼성자산운용,1000,0.3,배당소득세(보유기간과세)
169,279530,KODEX 고배당,주식-전략-배당,17.18,FnGuide 고배당 Plus 지수,1.86,56316510611.0,-0.1,낮음,KR7279530000,삼성 KODEX 고배당증권상장지수투자신탁[주식],KODEX 고배당,Samsung KODEX High Dividend ETF,2017/10/17,FnGuide 고배당 Plus 지수,FnGuide,일반,실물(패시브),국내,주식,4800000,삼성자산운용,100000,0.3,비과세
