시퀀스,종목코드,종목명,분류체계,수익률(최근 1년),기초지수,추적오차,순자산총액,괴리율,변동성,표준코드,한글종목명,한글종목약명,영문종목명,상장일,기초지수명,지수산출기관,추적배수,복제방법,기초시장분류,기초자산분류,상장좌수,운용사,CU수량,총보수,과세유형
293,435040,ACE 글로벌브랜드TOP10블룸버그,주식-전략-전략테마,12.26,Bloomberg Global Select Industry Leaders TOP10 Index(PR),1.68,12553725039.0,0.13,높음,KR7435040001,한국투자 ACE 글로벌브랜드TOP10블룸버그증권상장지수투자신탁(주식),ACE 글로벌브랜드TOP10블룸버그,KIM ACE Bloomberg Global Brand TOP10 ETF,2022/06/28,Bloomberg Global Select Industry Leaders TOP10 Index(PR),Bloomberg,일반,실물(패시브),해외,주식,750000,한국투자신탁운용,50000,0.5,배당소득세(보유기간과세)
305,446770,ACE 글로벌반도체TOP4 Plus SOLACTIVE,주식-업종섹터-업종테마,7.04,Solactive Global Semiconductor TOP4 Plus Price Return Index,2.94,335898829330.0,-0.24,매우높음,KR7446770000,한국투자 ACE 글로벌반도체TOP4 Plus Solactive증권상장지수투자신탁(주식),ACE 글로벌반도체TOP4 Plus SOLACTIVE,KIM ACE Solactive Global Semiconductor TOP4 ETF,2022/11/15,Solactive Global Semiconductor TOP4 Plus Price Return Index,Solactive,일반,실물(패시브),해외,주식,12700000,한국투자신탁운용,50000,0.45,배당소득세(보유기간과세)
270,411050,ACE 글로벌메타버스테크액티브,주식-업종섹터-업종테마,12.82,Bloomberg Global Digital Media & Tech Select Price Return Index,12.09,12487641247.0,-0.11,매우높음,KR7411050008,한국투자 ACE 글로벌메타버스테크액티브증권상장지수투자신탁(주식),ACE 글로벌메타버스테크액티브,KIM ACE Global Metaverse tech Active ETF,2021/12/22,Bloomberg Global Digital Media & Tech Select Price Return Index,Bloomberg,일반,실물(액티브),해외,주식,900000,한국투자신탁운용,100000,0.5,배당소득세(보유기간과세)
402,494340,ACE 글로벌AI맞춤형반도체,주식-업종섹터-업종테마,0.0,Solactive AI Custom Semiconductor Index(PR),0.21,13459493159.0,0.21,매우높음,KR7494340003,한국투자 ACE 글로벌AI맞춤형반도체증권상장지수투자신탁(주식),ACE 글로벌AI맞춤형반도체,KIM ACE Global AI Custom Semiconductor ETF,2024/10/22,Solactive AI Custom Semiconductor Index(PR),Solactive,일반,실물(패시브),해외,주식,1300000,한국투자신탁운용,50000,0.45,배당소득세(보유기간과세)
382,483340,ACE 구글밸류체인액티브,주식-업종섹터-업종테마,0.0,KEDI 글로벌 AI 클라우드 지수,11.24,20959033168.0,0.15,매우높음,KR7483340006,한국투자 ACE 구글밸류체인액티브증권상장지수투자신탁(주식),ACE 구글밸류체인액티브,KIM ACE Google Value Chain Active ETF,2024/06/11,KEDI 글로벌 AI 클라우드 지수,한국경제신문,일반,실물(액티브),해외,주식,2100000,한국투자신탁운용,50000,0.45,배당소득세(보유기간과세)
10,0021E0,ACE TDF2050액티브,혼합자산-주식+채권,0.0,Bloomberg Multi Asset Target-date 2050 KRW Index,23.78,12069057448.0,0.07,높음,KR70021E0003,한국투자 ACE TDF2050액티브증권상장지수투자신탁(혼합-재간접형),ACE TDF2050액티브,KIM ACE TDF2050 Active ETF,2025/03/11,Bloomberg Multi Asset Target-date 2050 KRW Index,Bloomberg,일반,실물(액티브),국내&해외,혼합자산,1200000,한국투자신탁운용,50000,0.35,배당소득세(보유기간과세)
9,0021D0,ACE TDF2030액티브,혼합자산-주식+채권,0.0,Bloomberg Multi Asset Target-date 2030 KRW Index,14.37,10059602249.0,-0.29,보통,KR70021D0004,한국투자 ACE TDF2030액티브증권상장지수투자신탁(혼합-재간접형),ACE TDF2030액티브,KIM ACE TDF2030 Active ETF,2025/03/11,Bloomberg Multi Asset Target-date 2030 KRW Index,Bloomberg,일반,실물(액티브),국내&해외,혼합자산,1000000,한국투자신탁운용,50000,0.3,배당소득세(보유기간과세)
366,475050,ACE KPOP포커스,주식-업종섹터-업종테마,56.4,iSelect K-POP 포커스지수(시장가격),0.2,132058383682.0,-0.04,매우높음,KR7475050001,한국투자 ACE KPOP포커스증권상장지수투자신탁(주식),ACE KPOP포커스,KIM ACE KPOP Focus ETF,2024/01/30,iSelect K-POP 포커스지수(시장가격),NH투자증권,일반,실물(패시브),국내,주식,10950000,한국투자신탁운용,50000,0.3,비과세
101,226380,ACE Fn성장소비주도주,주식-전략-전략테마,8.34,FnGuide 성장소비주도 지수,0.45,5963135850.0,-0.01,높음,KR7226380004,한국투자 ACE 성장소비주도주증권상장지수투자신탁(주식),ACE Fn성장소비주도주,KIM ACE Korean Culture ETF,2015/08/19,FnGuide 성장소비주도 지수,FnGuide,일반,실물(패시브),국내,주식,900000,한국투자신탁운용,100000,0.5,비과세
243,380340,ACE Fn5G플러스,주식-업종섹터-업종테마,-13.35,FnGuide 5G플러스 지수 (시장가격),0.38,5563670013.0,0.08,매우높음,KR7380340000,한국투자 ACE Fn5G플러스증권상장지수투자신탁(주식),ACE Fn5G플러스,KIM ACE Fn5G Plus ETF,2021/04/02,FnGuide 5G플러스 지수 (시장가격),FnGuide,일반,실물(패시브),국내,주식,600000,한국투자신탁운용,100000,0.35,비과세
248,385590,ACE ESG액티브,주식-전략-전략테마,2.06,MSCI Korea Country ESG Leaders Custom Capped Price return Index,5.28,20338269589.0,-0.58,높음,KR7385590005,한국투자 ACE ESG액티브증권상장지수투자신탁(주식),ACE ESG액티브,KIM ACE ESG Active ETF,2021/05/25,MSCI Korea Country ESG Leaders Custom Capped Price return Index,MSCI,일반,실물(액티브),국내,주식,2400000,한국투자신탁운용,100000,0.5,배당소득세(보유기간과세)
353,469150,ACE AI반도체포커스,주식-업종섹터-업종테마,-20.67,FnGuide AI 반도체 포커스 지수(시장가격),0.44,40555274804.0,0.09,매우높음,KR7469150007,한국투자 ACE AI반도체포커스증권상장지수투자신탁(주식),ACE AI반도체포커스,KIM ACE AI Semiconductor Focus ETF,2023/10/17,FnGuide AI 반도체 포커스 지수(시장가격),FnGuide,일반,실물(패시브),국내,주식,3050000,한국투자신탁운용,50000,0.3,비과세
249,385600,ACE 2차전지&친환경차액티브,주식-전략-전략테마,-51.12,FnGuide 친환경 자동차 밸류체인 지수,18.01,12673133148.0,-0.01,매우높음,KR7385600002,한국투자 ACE 2차전지&친환경차액티브증권상장지수투자신탁(주식),ACE 2차전지&친환경차액티브,KIM ACE Electric Vehicles Value Chain Active ETF,2021/05/25,FnGuide 친환경 자동차 밸류체인 지수,FnGuide,일반,실물(액티브),국내,주식,2200000,한국투자신탁운용,100000,0.29,배당소득세(보유기간과세)
209,332500,ACE 200TR,주식-시장대표,4.91,코스피 200 TR,0.2,40198668706.0,-0.1,높음,KR7332500008,한국투자 ACE 200 Total Return증권상장지수투자신탁(주식),ACE 200TR,KIM ACE 200TotalReturn ETF,2019/08/28,코스피 200 TR,KRX,일반,실물(패시브),국내,주식,1600000,한국투자신탁운용,100000,0.03,배당소득세(보유기간과세)
40,105190,ACE 200,주식-시장대표,2.43,코스피 200,0.78,454269518049.0,-0.14,높음,KR7105190003,한국투자 ACE 200 증권 상장지수투자신탁(주식),ACE 200,KIM ACE 200 ETF,2008/09/25,코스피 200,KRX,일반,실물(패시브),국내,주식,12000000,한국투자신탁운용,50000,0.09,비과세
